id,author,published_date,pseudonymized_body,pseudonymized_title,url
858,Superbalita Cebu,"Mar 27, 2024","Nipahibalo ang Land Transportation Office (LTO) sa Miyerkules, Marso 27, 2024, nga ang pag-ilis sa tanang paper-printed driver’s license ngadto sa aktwal na nga plastic cards magsugod sa Abril 15, 2024. Sa interbyo sa radyo, ang hepe sa LTO nga si Assistant Secretary Bayot Bayrante II niingon nga ang mga drayber nga naisyuhan og paper-printed nga lisensiya kinahanglan lang nga mobalik sa nag-isyo nga buhatan sa LTO alang sa ilang paghulip. Gipadayon sa ahensya ang pag-isyu og driver’s license cards human gilibkas sa Court of Appeals (CA) ang writ of preliminary injunction batok sa paghatod sa plastic cards. Si Bayrante niingon nga usa ka milyon ka pirasong plastic card gikan sa 5. 2 milyunes ka cards ang nakuha gikan sa Banner Plastics Inc. na-deliver na ngadto sa LTO central office niadtong Lunes, Marso 25, 2024. Ang pag-isyo sa injunction order naggumikan sa reklamo nga gisang-at ngadto sa Quezon City Regional Trial Court (QC-RTC) sa napildi nga bidder nga AllCard Inc. , nga nangangkon nga gihikawan sila sa due process dihang gi-disqualify sila sa Department of Transportation (DOTr) sa proseso sa bidding. Ang DOTr niingon nga ang AllCard Inc. napakyas sa pagtuman sa pipila ka mga kontrata niini sa gobyerno. Sa wa pa niluwat og injunction order, duha na ka milyon ka plastic cards ang na-deliver na ngadto sa LTO. Sa ilang kamandoan, ang CA niingon nga ang QC RTC dili na unta mo-entertain sa kaso sa unang bahin human napakyas ang Allcard, Inc. Namatikdan niini nga kinahanglan una nga iapela sa kompaniya ang diskwalipikasyon sa Bids and Awards Committee sa DOTr. Niadtong Septiyembre 2023, gipalugway sa LTO ang validity sa mga driver’s license. Hangtod sa Marso 2024, ang backlog sa LTO alang sa mga plastic license card naa sa kapin sa 2. 5 milyunes. PAGBAG-OGi-reschedule sa LTO ang renewal sa mga driver’s license nga ma-expire gikan sa Abril 1 hangtod Agusto 31, 2023, ug gikan sa Abril 1 hangtod Abril 30, 2024, nga mahitabo gikan sa Abril 15 hangtod Abril 30, 2024. Ang mga lisensya sa pagmaneho nga adunay expiration date gikan sa Septiyembre 1 hangtod sa Disyembre 31, 2023, ug Mayo 1 hangtod sa Mayo 31, 2024, gikatakda nga ma-renew gikan sa Mayo 1 hangtod sa Mayo 31, 2024. Ang mga lisensya sa pagmaneho nga mo-expire gikan sa Enero 1 hangtod Marso 31, 2024, ug gikan sa Hunyo 1 hangtod Hunyo 30, 2024, mahimong ma-renew gikan sa Hunyo 1 hangtod Hunyo 30, 2024.",LTO: Paper-printed driver’s license ilisan na og plastic card,https://www.sunstar.com.ph/superbalita-cebu/lto-paper-printed-drivers-license-ilisan-na-og-plastic-card
859,Arnold Y. Bustamante,"Mar 26, 2024","Lawas sa usa ka lalaki napalgan sa Sitio Golibas, Barangay Bonbon, bukirang dapit sa dakbayan sa Sugbo alas 8 sa Martes sa buntag Marso 26, 2024 human na missing sayo ning buwana. Usa niya ka kauban nga kaduha na gipatawag sa kapulisan kalabot sa pagka missing wa na igkita sa Martes, Marso 26, 2024. Ang biktima giila sa iyang mga kabanay nga si Iwapt Baagen Hamoy, 50, taga Sityo Kanyasan, Barangay Bonbon. Matod ni Police Major Philip Bation, hepe sa Malubog Police Community Precinct sa interbyo sa Superbalita Cebu, nga dunay nanawag nga nipahibawo kanila nga adunay lawas nga napalgan. Nakaplagan ang lawas ni Iwapt sa dapit nga gihulagway nga labayanan og basura human nakita ang iyang tiil nga nigimaw sa maong lungag. Niadtong Marso 5, 2024, wala na nahiuli sa ilang balay ang biktima. Gani, ila kining gi-post sa social media aron manawagan niadtong posibleng nakakita kaniya. Matod pa ni Bation nga ang mga anak ni Iwapt ningdangop kanila. Niasoy si Bation nga magtulo ka adlaw sila nga ningtabang og pangita kang Iwapt apan wa nila makit-i. Apan bisan pa niini, si Bation niingon nga ang mga anak ni Iwapt way hunong sa pagpangita sa ilang amahan hangtod nga niadto sila sa usa ka bungtod sa Bonbon sa Martes. Ilang gitan-aw ang usa ka abandunadong lungag sa minahan sa carbon ug didto unang nakit-an ang tiil sa ilang amahan nga nigimaw, ang lawas baho ug nadugta na. Si Bation niingon nga ni-request na siya og autopsy sa lawas ni Iwapt aron masayran unsay iyang namatyan, kon duna bay foul play o wala. KAUBANMatod sa anak nga babaye sa biktima nga si Julieta sa interview sa sibyaanang dyHP RMN Cebu nga ang niila sa lawas sa iyang amahan mao ang iyang maguwang lalaki nga si Jeff, 20, tungod sa gisul-ob nga short pants. Gihulog sa lawom nga bahin sa yuta diin gipasuk ang ulo sa bangag sa yuta ug gitabunan sa mga basura ug giingong gisuwayan pa sa pagsunog. Nagtrabaho sa Golibas flower farm ang iyang amahan isip tigbisbis sa mga tanom sa maong lugar. Katapusan nga nakit-an ang biktima niadtong Marso 5 nga kauban ang usa ka alyas Martelino, trabahante ra usab sa maong farm, nga nag inom.",Patay’ng lawas napalgan sa dauban og basura,https://www.sunstar.com.ph/superbalita-cebu/patayng-lawas-napalgan-sa-dauban-og-basura
860,Kaiser Jan Fuentes,"Mar 26, 2024","Pertussis o mas naila nga hutoy nga ubo nakapatay na og unom ka mga masuso sa Metro Cebu. Si Dr. Anselma Mercedes Cerio, regional epidemiologist sa Department of Health (DOH) 7, niingon nga tulo sa mga nangamatay sa Cebu City, duha sa Mandaue City ug usa sa Lapu-Lapu City. Atol sa news forum niadtong Martes, Marso 26, 2024, giawhag ni Cerio ang mga ginikanan nga pabakunahan ang ilang mga anak batok sa sakit, ilabi na niadtong wa pay tuig ngadto na sa lima ka tuig. Si Cerio nagkanayon nga sagad sa mga nangamatay wa pay usa ka tuig ngadto na sa duha pa ka buwan. Siya niingon nga aduna silay 115 ka gidudahang mga kaso sukad niadtong Enero diin 42 niini ang nakumpirmar. Base sa talaan nga gipadala sa DOH 7 sa SunStar Cebu, ang dakbayan sa Sugbo adunay 13 ka kompirmadong kaso; Mandaue City, upat; Lapu-Lapu City, usa; Cebu Province, 19; ug Bohol, lima. Walay kompirmadong kaso sa Siquijor ug Negros OrientalMatod pa sa opisyal nga alarming ang maong kaso sa pertussis ug gipanglantawan nga ibalik ang bakuna aron sa pagsumpo sa maong matang sa sakit. Sa mga gidudahang kaso, o kadtong nagpaabot sa resulta sa confirmatory test, 22 sa Cebu City, duha sa Mandaue City, 14 sa Lapu-Lapu City, 22 sa Cebu Province, siyam sa Bohol ug duha sa Negros Oriental. HUTOY Ang hutoy nga ubo tungod sa bakterya nga Bordetella pertussis. Makamatay kini sa mga bata nga wala pay lima ka tuig ang edad ilabi na niadtong wa pa mabakunahi. Matod ni Cerio nga sagad masaypan kini nga atake sa hubak, ang pertussis mosangpot sa usa ka makatakod nga respiratory infection, nga mikaylap pinaagi sa person-to-person respiratory droplets o pagkontak sa kontaminado nga mga dapit sama sa sinina, kagamitan, ug furnitures. Ang kasagarang mga simtomas naglakip sa usa ka nagdugay nga ubo nga molungtad og duha o labaw pa nga mga semana, hinay nga hilanat, ug usa ka runny nose o ping-ot. Matod pa ni Cerio nga ilang ipaubos sa confirmatory test ang mga bata nga nagpakita og sintomas o gidudahang nataptan pinaagi sa swab test. Matod niya nga ilang isumiter ang mga sample sa Research Institute for Tropical Medicine sa Muntinlupa City, Metro Manila alang sa kumpirmasyon. Siya niingon nga ang mga bata nga adunay sakit gitambalan sa antibiotics. Giawhag niya ang mga ginikanan nga dad-on dayon sa tambalanan ang ilang mga anak nga adunay sintomas sa dili pa uwahi ang tanan.",6 ka bata sa Sugbo patay sa ‘pertussis’,https://www.sunstar.com.ph/superbalita-cebu/6-ka-bata-sa-sugbo-patay-sa-pertussis
861,Arnold Y. Bustamante,"Mar 26, 2024","NAPATAY sa amahan ang iyang 28 anyos nga anak nga lalaki atol sa ilang away alas 10:15 sa Lunes sa gabii, Marso 25, 2024, sa Lower Laguerta, Barangay Lahug, dakbayan sa Sugbo. Ang biktima nga gidala pa sa Cebu City Medical Center apan gideklarar sa doktor nga dead on arrival mao si Virgilio Harina Bulsico. Ang amahan nga suspek mao si Louie Hatague Bulsico, 63, habal-habal driver. Sa imbestigasyon sa Mabolo Police Station sa pagpangulo ni Police Major Ruelan Aficionado Jr. , nasayran nga nag-away ang biktima ug ang inahan niini. Gibadlong ni Louie ang iyang anak nga dili mosukol sa iyang inahan apan nasuko ni ug gibunalan na hinuon og kahoy ang liog sa amahan. Nikuha sa iyang armas ang amahan ug gipusil ang biktima. Nakaangkon og samad pinusilan sa ulo si Virgilio, hinungdan sa iyang kamatayon. Kasong parricide ang ipasaka sa Mabolo police station batok sa amahan. (AYB)",Anak napusilan patay sa amahan,https://www.sunstar.com.ph/superbalita-cebu/anak-napusilan-patay-sa-amahan
864,Dario V. Gil,"Mar 25, 2024","Usa ka 13 anyos nga anak nga babaye gihimo’ng ‘sex slave’ sa iyang 33 anyos nga amahan ug wala na nakaantos, nisumbong siya sa iyang inahan. Si Police Staff Master Sgt. Girlee Echaluce sa Women and Children Protection Desk (WCPD) sa Liloan Municipal Police Station ubos sa kamanduan sa ilang hepe Police Maj. Johnrey Hermoso, nagkanayon nga ang biktima nakasumbong sa iyang inahan sa alas 6 sa gabii sa Dominggo, Marso 24, 2024. Matod sa bata, ang pag-abuso sa iyang amahan mahitabo kon wala sa ilang balay ang iyang inahan. Ang bata giubanan sa iyang inahan sa pagsumbong sa kapulisan sa Liloan nga nilusad dayon sa ilang hot pursuit hinungdan nga nasikop ang suspek sa pagka alas 6 sa gabii sa samang adlaw. Ang amahan gibalhug na sa bilanggoan sa Liloan police samtang giandam sa kapulisan ang kasong statutory rape in relation sa Republic Act 7610 kun Special Protection of Children Against Abuse, Exploitation, and Discrimination Act.",13 anyos nga anak ‘sex slave’ sa papa,https://www.sunstar.com.ph/superbalita-cebu/13-anyos-nga-anak-sex-slave-sa-papa
865,roger vallena,"Mar 25, 2024","Naangol ang usa ka lalaki nga driver sa sports utility vehicle (SUV) human siya nabangga sa Lunes sa kaadlawon, Marso 25, 2024 sa cement mixer truck sa north bound nga habig sa Cebu South Coastal Road (CSCR), Brgy. Tanke, dakbayan sa Talisay. Ang biktima giila nga si Epoy Dean Hernaez, nagtrabaho sa business process outsourcing (BPO), driver sa SUV, taga Brgy. Guadalupe, dakbayan sa Sugbo. Si Robert Abel, pangu sa City of Talisay Traffic Operations and Development Authority (CT-TODA), niingon nga gikan sa Minglanilla si Hernaez ug padung sa Cebu City atol sa hitabo. Kurbadahun ang dapit nga nahitungod sa yarda sa trak nga gimaneho ni Boyboy Bitancor, niagi ang biktima. Si Bitancor, ang trak ug SUV, naa pa sa kustodiya sa kapulisan sa pagsuwat ning taho sa Lunes sa gabii, dugang ni Abel.",SUV nadasmag sa trak; 1 angol,https://www.sunstar.com.ph/superbalita-cebu/suv-nadasmag-sa-trak-1-angol
867,Arnold Y. Bustamante,"Mar 25, 2024","Namatay diha-diha ang 22 anyos nga lalaki human pusila sa gidudahang kakompetensya sa ilegal nga drugas samtang nag-inom kauban sa iyang mga higala sa Lower Phase 3, Sitio Kadasig, Brgy. Tisa, Cebu City alas 8 sa Dominggo sa gabii Marso 24, 2024. Ang biktima nga gideklarar nga patay na sa medical team nga nitubag sa emerhensya giila nga si Dean Rebumaphil Beltran Herreria, nagpuyo ra sab sa lugar. Sa imbestigasyon sa Labangon Police Station sa pagpangulo sa hepe niini nga si Police Major Abadiano Abagat, samtang nag-inom ang biktima uban sa iyang mga barkada, kalit lang niabot ang gunman ug dayong pusil sa biktima sa makadaghang mga higayon. Naigo ang biktima sa lainlaing bahin sa lawas. Nailhan ang gunman ug iyang kauban base sa pamahayag sa mga saksi apan gipugnan lang una sa kapulisan ang ilang mga ngalan samtang nagpadayon ang manhunt operations, sigun ni Abagat. Drugas ang usa sa gitan-aw nga motibo sa krimen, matod ni Abagat, sanglit ang biktima ug killer giingon nga nalambigit sa ilegal nga drugas. Giingong nagkainitay ang duha tungod sa kompetensya sa pagpamaligya sa ilegal nga drugas sa lugar.",22 anyos gipatay sa ‘kompetensya’,https://www.sunstar.com.ph/superbalita-cebu/22-anyos-gipatay-sa-kompetensya
868,Arnold Y. Bustamante,"Mar 25, 2024","Sugod sa Miyerkules Santo, Marso 27, 2024, ipakatap na sa Cebu City Police Office (CCPO) ang kapin sa 300 ka mga polis sa dili mominos sa 33 ka mga Simbahang Katoliko sa dakbayan sa Sugbo. Matod ni Police Lt. Col. Felisa Baculo, deputy city director for operations sa CCPO, nga dunay 33 ka mga simbahan ang giila sa kapulisan nga dunay relihiyusong kalihukan sa Semana Santa. Sama sa nangaging Semana Santa, sila magbutang og police assistance desks sa matag simbahan diin kadtong mga polis nga naa sa admin nga opisina maoy gitahasan nga mohimo’g police visibility sa mga simbahan gawas sa mga polis nga naa sa kadalanan nga nag beat patrol. Dugang ni Baculo nga way kausaban sa ilang deployment sanglit magpadayon man ang ilang anti-criminality operation nga maoy mando ni Police Brigadier General Jorge Abad, hepe sa kapulisan sa Central Visayas. Hugot nga seguridad usab ang ipatuman sa mga financial establishment sa dakbayan sa Sugbo aron dili mabiktima sa mga kriminal. Naka heightened alert na ang kapulisan karon sa Lunes Marso 25, 2024 diin way gitugotan nga maka-absent o mo-leave sa ilang trabaho. “The deployment this will not compromise the security, the deployment intended for the semana santa are really intended for that, we did not realign those personnel who are doing beat patrol so katong mga nag beat patrol padayon sila sa ilang beat patrol,” matod ni Baculo. Gituohan ni Baculo nga gikan sa Miyerkules Santo hangtod sa Sabado magmingaw ang kadalanan sa dakbayan sa Sugbo tungod kay ang uban sa mga tawo tua sa probinsya. Bisan pa niini, mopahugot gihapon ang CCPO sa ilang seguridad ilabi na sa mga financial establishment basin sakyan sa mga kriminal ang kamingaw sa panahon. Nakig-alayon usab ang kapulisan sa mga barangay official aron matabangan sila sa pag monitor sa ilang tagsa-tagsa a huresdiksyon. Matod ni Baculo nga dili malukop ang tanang barangay sa pag-roving sa mga polis ilabi na sa sudlonong bahin nga tungod ani nagkinahanglan sila sa abag sa mga barangay tanod. Way nadawat nga direktang hulga ang kapulisan sa siyudad apan wala sila mokompyansa nga tungod ani gimandoan ang tanang police stations nga magmabinantayon.",Mga polis ipakatap sa 33 ka simbahan sa Cebu City,https://www.sunstar.com.ph/superbalita-cebu/mga-polis-ipakatap-sa-33-ka-simbahan-sa-cebu-city
870,Kaiser Jan Fuentes,"Mar 24, 2024","Giawhag ang mga Katoliko sa pag-obserbar sa bakasyon sa kwaresma pinaagi sa paggahin sa ilang panahon sa pagpamalandong ug pag-ampo, pag-una sa solemnidad sa okasyon inay sa pagpatuyang sa mga kalingawan. Kini ang mensahe ni Cebu Archbishop Range Catilo sa iyang wali atol sa Palm Sunday Mass sa Dominggo, Marso 24, 2024, sa Cebu Metropolitan Cathedral sa dakbayan sa Sugbo, nga nagtimaan sa pagsugod sa kasaulogan sa Semana Santa. “Dunay pipila nga nalipay kon Semana Santa kay maghunahuna pag-ekskursyon sa kung asa man nga dapit, pero kung pwede lang sa atoang panahon ihatag lang sa Ginoo, kay daghan kaayo nga misteryo sa atong pagtuo mao nga gitawag og Holy Week kay mao ang paghimo sa pagsupak sa kinabuhi. Kristohanon, sa pagkabalaan,” matod ni Catilo. Ang Semana Santa usa ka mahinungdanong relihiyuso nga pagsaulog sa Kristohanong kalendaryo nga naghandom sa katapusang semana sa pag-antos ni Hesu Kristo nga gilutos, gilansang sa krus, namatay ug sa iyang pagkabanhaw sa pagtuman sa Bag-og Testamento. Ang pag-obserbar sa mga Katoliko sa Semana Santa magsugod sa Palm Sunday ug matapos sa Easter Sunday, Marso 31.",Catilo: Unaha ang pamalandong,https://www.sunstar.com.ph/superbalita-cebu/palma-unaha-ang-pamalandong
871,Dario V. Gil,"Mar 24, 2024","Usa ka konsehal sa barangay ang samdan human napagan sa pagpamusil sa Purok Bayabas, Brgy. Poblacion, lungsod sa Compostela, alas 7:50 sa gabii, Sabado, Marso 23, 2024. Ang biktima mao si Benabaye Spencer, hamtong ang panuigon, minyo, barangay konsehal sa Magay, Compostela. Sa pakighinabi sa Superbalita Cebu kang Police Capt. Lino Tryss Dacudao Casanova III sa Compostela Police Station, nasuta nga ang konsehal naigo sa liog. Ang suspek sa pagpamusil usa ka babaye nga sakop sa first responder sa Brgy. Poblacion sa Compostela nga si Antoinette Agasino Hidalgo, hamtong ang panuigon, dunay kapuyo ug molupyo sa dapit nga nahitaboan. Matod sa polis, ang suspek nga si Hidalgo ug ang kapuyo niini nga si Robert Balasabas, nagkalalis. Dugang pa, ang suspek niuli sa ilang balay ug nagkuha’g pusil nga gisud sa bag ug gibalikan ang iyang kapuyo. Apan ang kapuyo nga nakamatikod nga pusil ang gidala sa suspek, nidagan kini maoy hinungdan nga wa maigo sa dihang gipusil kini sa suspek. Ug ang si Spencer nga nagbarogbarog sa maong dapit, maoy naigo ug daling gidala sa tambalanan. Ang suspek, matod ni Casanova, nihimakak nga siyay nakaigo sa konsehal apan daghang saksi nga nakakita nga nitumbok kaniya. Hinuon, wa na ma-recover ang armas apan ang suspek gikatakda nga pasakaan og kasong frustrated murder.",Barangay konsehal napagan sa pagpusil,https://www.sunstar.com.ph/superbalita-cebu/barangay-konsehal-napagan-sa-pagpusil
873,Dario V. Gil,"Mar 24, 2024","Lima ka mga sakop sa pamilya ang naangol human ang sports utility vehicle (SUV) nibangga sa naghunong nga dump truck sa national highway sa Purok Saging, Brgy. Hilario, lungsod sa San Remigio, alas 2 sa hapon, Sabado, Marso 23, 2024. Ang mga sakyanan nga nalambigit sa aksidente mao ang dump truck nga gimaniho ni Chris Hinampas, 40, minyo ug taga Panugnawan, lungsod sa Medellin Sugbo. Samtang, ang SUV nga Toyota Hilux gimaniho ni Bendecio Ancheta, 71, minyo, retired seaman ug taga Purok Atis, Brgy. Kinawahan, San Remigio nga naangol. Lakip sa naangol mao ang iyang asawa nga si Bingbing Ancheta, 70, ug sila si Fleuritz, 21, dalaga, estudyante; Alexander Luis, 10, estudyante; ug Loren, 41, usa ka overseas Filipino worker (OFW). Ang Superbalita Cebu nisubay sa imbestigasyon sa kapulisan sa San Remigio Municipal Police Station ubos sa kamanduan sa ilang hepe nga si Police Capt. Phil Restauro. Nasuta nga ang Toyota Hilux nga gimaneho ni Bendecio Ancheta, ang nagsubay sa national highway gikan sa siyudad sa Bogo ug pag-abot sa Purok Saging sa Hilario, San Remigio, aksidente kining nibangga sa nag-parking nga dump truck nga niresulta sa pagkaangol ni Bendecio ug sa iyang mga sakay. Ang mga biktima gidali sa pagtabang sa mga sakop sa emergency medical staff (EMS) sakay sa ambulansiya ngadto sa tambalanan. Way taho sa kapulisan nga dunay grabe sa lima nga nangaangol.",5 ka sakop sa pamilya angol sa bangga,https://www.sunstar.com.ph/superbalita-cebu/5-ka-sakop-sa-pamilya-angol-sa-bangga
874,Arkeen Larisma,"Mar 24, 2024","Usa ka opisyal sa barangay maoy labing unang nipadayag og pagsupak sa plano ni Cebu City Mayor Cedie Abangan nga tangtangon ang tanang nahibiling skywalks sulod sa dakbayan aron pulihan og underground pedestrian crossings. Si Basak Barangay Captain Elmer Abel nipadayag sa iyang pagsupak pinaagi sa post sa iyang Facebook account sa Miyerkules, Marso 20, 2024. Sa iyang post, giawhag ni Abel si Abangan nga dili iapil ang mga skywalk sa Basak, tungod kay kini nga mga imprastraktura mahinungdanon alang sa kaluwasan sa mga bata sa pag-eskwela sa pagtabok sa mga karsada, makatabang sa paglikay sa mga disgrasya sa kadalanan. Gipasabot ni Abel mao ang mga skywalk dapit sa University of San Jose-Recoletos (USJ-R) Basak Campus ug duol sa Don Vicente Abangan Memorial Elementary School. Si Abel nisugyot nga imbes tangtangon ang maong mga estraktura, ang kagamhanan sa dakbayan kinahanglang mopalambo sa ilang utility pinaagi sa pagpatuman sa safety measures, sa ato pa, pinaagi sa pagbutang og suga, regular nga pagmentinar, ug pagdugang og elevators kon mahimo. Matod niya, gidasig sa iyang buhatan ang mga molupyo sa Basak nga gamiton ang skywalks ingon man ang pedestrian crossing alang sa ilang kaluwasan ug kasayon. Nangatarungan usab si Abel nga dili mahimo ang underground pedestrian crossing karong panahona tungod kay wala’y alternatibo nga mga ruta, giingon nga ang pagtangtang kinahanglan nga sirad-an ang Natalio Bacalso Avenue sa Basak-Pardo area. Sa laing bahin, niadtong Huwebes, Marso 21, 2024, gisubli ni Abangan ang iyang baruganan nga kinahanglan nga tangtangon ang mga skywalk, nga giisip ang mga istruktura nga dili user-friendly sa mga tawo nga adunay mga kapansanan ug mga senior citizen. Gitambagan dayon ni Abangan ang mga opisyal nga nisupak ug nisaway sa iyang mga plano nga mogahin og panahon sa pagpaniid sa kahimtang sa maong mga estraktura. Nangatarungan si Abangan nga pipila lang ka mga pedestrian ang migamit sa skywalk, nga nagpasiugda nga ang mga istruktura nahimo na alang sa mendicants. Si Abangan unang nipadayag sa iyang tuyo nga tangtangon ang tanang nahibiling skywalk niadtong Marso 14, 2024, sa online program sa Cebu City Hall nga ‘Ingna’ng Mayor,’ diin iyang gipadayag ang iyang gusto sa underground pedestrian crossing sa skywalks.",Abel supak sa plano pagtangtang sa skywalk,https://www.sunstar.com.ph/superbalita-cebu/tumulak-supak-sa-plano-pagtangtang-sa-skywalk
875,Arnold Y. Bustamante,"Mar 24, 2024","Sa dul-an 50 ka mga bus driver ug conductors sa Cebu South Bus Terminal nga gipaubos sa kinalit nga drug test sa Philippine Drug Enforcement Agency 7 (PDEA 7) sa pakig-alayon sa Land Transportation Office (LTO) ug managament sa CSBT, way bisan usa kanila nga tiggamitan sa ilegal nga drugas human nigawas ang resulta. Kini nga kalambuan gikalipay sa PDEA 7 sanglit nagpamatuod nga way nigamit sa ilegal nga drugas pipila ka adlaw sa wa pa sila gipaubos sa drug test. Matod sa ahensya nga bisan way bisan usa kanila nga nagpositibo sa paggamit sa ilegal nga drugas, kini mensahe niadtong mga driver nga nagumon sa drugas nga dili na sila maghuwat nga masakpan. Kon mahimo, sila na mismo ang moboluntaryo sa pagduol sa buhatan sa PDEA aron mopaubos og treatment ug rehabilitation tungod kay dako sila og responsibilidad nga gihuptan nga mao ang kinabuhi sa ilang mga pasahero. Awhag sa maong ahensya sa mga bus company nga labing maayo nga estrikto nila nga ipatuman ang drug-free work place nga maoy gimandato sa balaod. (AYB)",Way positibo sa drugs sa drivers,https://www.sunstar.com.ph/superbalita-cebu/way-positibo-sa-drugs-sa-drivers
876,Arnold Y. Bustamante,"Mar 24, 2024","Duha ka mga drug den sa Central Visayas, usa niini sa Dakbayan sa Lapu-Lapu, gironda sa mga sakop sa Philippine Drug Enforcement Agency (PDEA 7) ug kapulisan sa managlahi nga mga operation sa Biyernes Marso 22, 2024. Unang gibungkag sa PDEA 7 uban sa Station 3 sa Lapu-Lapu City Police Office (LCPO) ang usa ka drug den sa Purok Narra, Brgy. Poblacion, Dakbayan sa Lapu-Lapu alas 11:05 sa buntag sa Biyernes. Nasikop ang suspetsadong high value target nga giila nga si Ma. Carmelita Grace Agapay, 40. Nasakmit gikan kaniya ang duha ka putos sa gituohang shabu nga motimbang og 50 gramos nga dunay estimated average market value nga P340,000, buy-bust money ug improvised tooter. Pagka alas 5:20 sa hapon sa samang adlaw, ang PDEA Bohol Provincial Office uban sa PNP Bohol, Naval Forces Central ug Tagbilaran City Police Station nilusad sa buy-bust batok sa nagpadagan sa usa ka drug den sa Purok 5, Barangay Dampas, Tagbilaran City. Tulo ka mga tawo ang nangasikop. Ang mga suspek giilang sila sila si Badoy Conner, 41, janitor, target sa operation ug duha ka mga drug den visitor nga sila si Jobert Tantan Hipolito, 40, IT Programmer ug Emeniano Rick Hisoler, 29, promodiser. Nasakmit gikan kanila ang pito ka putos sa gituohang shabu nga motimbang 7 grams nga mobalor og P47,600, buy-bust money ug drug paraphernalia. (AYB)",2 ka drug dens gi-raid,https://www.sunstar.com.ph/superbalita-cebu/2-ka-drug-dens-gi-raid
877,Superbalita Cebu,"Mar 24, 2024","Ang Department of Migrant Workers (DMW) niadtong Sabado, Marso 23, 2024, niingon nga walay overseas Filipino workers (OFW) nga naangol sa pinakaulahing teroristang pag-atake sa Moscow, Russia. Sa usa ka post sa social media, si DMW Officer-in-Charge Undersecretary Talyo Sylvian Girana niingon nga nakadawat sila og impormasyon nga way Pinoy nga naangol atol sa insidente. “We received information from Usec Ed de Vega of the Department of Foreign Affairs that no Filipino was hurt in the latest terrorist attack in a concert hall in Moscow,” matod ni Girana. Bisan pa niana, ang opisyal miingon nga sila nakighiusa sa mga pamilya sa mga biktima sa pinakaulahing teroristang buhat. “Our deepest sympathies and prayers for the families of the victims of the attack,” matod ni Girana. Niadtong Biyernes, giatake sa mga miyembro sa Islamic State (IS) ang usa ka concert hall sa Moscow nga nisangpot sa pagkamatay sa kapin sa 60 ka mga tawo, samtang nakaangol og laing kapin sa 100. Ang grupo sa Islamic State niangkon nga responsable sa pag-atake, nga misangpot usab sa pagsunog sa concert hall. Ang datos sa DMW nagpakita nga adunay mga 10,000 ka OFWs sa Russia.",Way Pinoy nga naangol sa pag-atake sa IS sa Russia,https://www.sunstar.com.ph/superbalita-cebu/way-pinoy-nga-naangol-sa-pag-atake-sa-is-sa-russia
878,roger vallena,"Mar 24, 2024","Ang Land Transportation Office sa Central Visayas (LTO 7) gikatakdang molusad sa “Oplan Biyaheng Ayos: Semana Santa and Summer Vacation 2024” karong adlawa, Marso 24 nga molungtad hangtod sa Dominggo sa Pagkabanhaw, Marso 31. Gimanduan ni LTO 7 Regional Director Rechris G. Belleza ang tanan niyang kadagkuan sa district ug extension office lakip na ang mga hingtungdan nga personnel nga mag- heightened alert sa gipaabot nga pagdagsa sa mga motorista sa karsada nunot sa long weekend sunod semana. “We will start deploying our personnel in major terminals in the region by Sunday, March 24 wherein they will conduct random inspection of public utility vehicles to make sure that they are road-worthy and ready for the influx of passengers going back to their provinces and others taking their vacation,” matod ni Belleza. Ipahigayon ang mga random terminal joint roadside inspections alang sa mga PUV ubos sa pakigtambayayong sa Land Transportation Franchising and Regulatory Board sa Central Visayas (LTFRB 7) aron masiguro nga walay kolorum nga mga sakyanan. Atol sa usa ka semana nga “Oplan Biyaheng Ayos”, makig-alayon usab ang LTO 7 personnel sa local government units ug Philippine National Police aron ipatuman ang lainlaing traffic management ug masiguro nga luwas ang mga dalan alang sa mga motorista ug mga pasahero. “We want to ensure the safety, security, and sanitary health compliance of all motorists, the general public, and other road users leading to places of worship and other pilgrimage areas,” dugang ni Belleza. Atol sa usa ka semana nga operasyon, palig-unon usab sa LTO 7 ang ilang “Oplan Isnabero” nga operasyon batok sa mga taxi ug PUV drivers nga magdumili sa paghatod sa mga pasahero sa ilang destinasyon. Ang “Oplan Isnabero” magtutok usab sa pag-over/undercharging sa plitehan, pagkontrata sa mga pasahero o operasyon nga adunay flagged-up nga mga metro, kapakyas paghatag og diskwento sa pletihan, ug uban pang mga buhat nga naglangkob sa paglapas sa kondisyon sa ilang prankisa. (REV gikan sa PR)",LTO molusad sa Oplan Biyaheng Ayos,https://www.sunstar.com.ph/superbalita-cebu/lto-molusad-sa-oplan-biyaheng-ayos
