title,context,question,answer,article_id,qa_id
'Carina' nakagawas sa PAR,"“Pero hindi na kasing lakas ng naranasan natin kahapon (Miyerkules, Hulyo 24),” dason niya","Giunsa pagdeskribe ni Barcelo ang kalainan sa kusog sa ulan gikan Miyerkules, Hulyo 24?",hindi na kasing lakas ng naranasan natin kahapon,334,4o-00334-019
'Carina' nakagawas sa PAR,"ang pagbaha sa nagkalainlaing komunidad sa Metro hinayhinay nang mikunhod sugod sa buntag sa Huwebes, Hulyo 25","Asa sa Metro ang nabatyag nga mikunhod ang pagbaha sugod sa Huwebes, Hulyo 25?",sa nagkalainlaing komunidad sa Metro,334,4o-00334-020
3k marijuana gipang-ibot,"Usa ka plantasyon sa marijuana sa Barangay Bayong, lungsod sa Balamban gironda ug gipang-ibot ang hingkod na nga mga tanom sa hiniusang pwersa sa kapulisan, alas 5:00 sa hapon, Martes, Hulyo 23, 2024",Asa nahimutang ang plantasyon sa marijuana nga gironda?,"Barangay Bayong, lungsod sa Balamban",335,4o-00335-001
3k marijuana gipang-ibot,"Usa ka plantasyon sa marijuana sa Barangay Bayong, lungsod sa Balamban gironda ug gipang-ibot ang hingkod na nga mga tanom sa hiniusang pwersa sa kapulisan, alas 5:00 sa hapon, Martes, Hulyo 23, 2024",Unsa ang oras sa pagduol sa kapulisan sa plantasyon sa marijuana?,alas 5:00 sa hapon,335,4o-00335-002
3k marijuana gipang-ibot,"Usa ka plantasyon sa marijuana sa Barangay Bayong, lungsod sa Balamban gironda ug gipang-ibot ang hingkod na nga mga tanom sa hiniusang pwersa sa kapulisan, alas 5:00 sa hapon, Martes, Hulyo 23, 2024",Kinsa ang nagdumala sa pagsira sa marijuana plantasyon?,hiniusang pwersa sa kapulisan,335,4o-00335-003
3k marijuana gipang-ibot,"Si Lt. Col. Marvin Abalayan, hepe sa Balamban Police Station, nagkanayon nga duha ka mga mag-uuma nga nagdumala sa marijuana plantation nakasibat atol sa operasyon",Kinsa ang hepe sa Balamban Police Station?,Lt. Col. Marvin Abalayan,335,4o-00335-004
3k marijuana gipang-ibot,"Si Lt. Col. Marvin Abalayan, hepe sa Balamban Police Station, nagkanayon nga duha ka mga mag-uuma nga nagdumala sa marijuana plantation nakasibat atol sa operasyon",Pila ka mag-uuma ang nakasibat atol sa operasyon?,duha ka mga mag-uuma,335,4o-00335-005
3k marijuana gipang-ibot,"Matod ni Abalayan, mokabat sa 3,000 ka full-grown nga marijuana ang nalarot ug gibana-bana sa kapulisan nga mobalor og P1. 2 milyunes",Pila ka buok ang full-grown nga marijuana nga nalarot?,"3,000",335,4o-00335-006
3k marijuana gipang-ibot,"Matod ni Abalayan, mokabat sa 3,000 ka full-grown nga marijuana ang nalarot ug gibana-bana sa kapulisan nga mobalor og P1. 2 milyunes",Tagpila ang gibana-bana nga kantidad sa nalarot nga marijuana?,P1.2 milyunes,335,4o-00335-007
3k marijuana gipang-ibot,"Lakip sa nasakmit ang duha ka kilo nga pinaugang marijuana nga mobalor og P40,000",Unsa ka daghan nga pinaugang marijuana ang nasakmit?,duha ka kilo,335,4o-00335-008
3k marijuana gipang-ibot,"Lakip sa nasakmit ang duha ka kilo nga pinaugang marijuana nga mobalor og P40,000",Unsa ang kantidad sa duha ka kilo nga pinaugang marijuana nga nasakmit?,"P40,000",335,4o-00335-009
3k marijuana gipang-ibot,"Ang team gilangkuban sa Provincial Intelligence Unit, Provincial Drug Enforcement Unit, 1st Provincial Mobile Force Company (PMFC), sa 64th Special Action Force (SAF), kpaulisan sa Cebu Police Provinvial Office (CPO) ubos sa kamanduan ni P/Col. Tiyan Callada ug mga sakop sa Philippine Drug Enforcement Agency (PDEA) 7",Kinsay nagmando sa operasyon?,P/Col. Tiyan Callada,335,4o-00335-010
3k marijuana gipang-ibot,"Way karsada kay sagbutan ang lugar hinungdan nga lisod kaayo sa ilang tropa busa sa pag-abot nila sa dapit, nakasibat na ang duha ka mga mag-uuma",Ngano nga lisod ang pag-abot sa dapit sa marijuana plantasyon?,Way karsada kay sagbutan ang lugar,335,4o-00335-011
3k marijuana gipang-ibot,"Gitug-an sa hepe nga tungod sa ka layo sa dapit, gidauban na lang nila ang ubang marijuana ug nagdala sila og pipila ka punoan sa ilang kampo aron mahimo’ng ebidensiya",Unsa ang gibuhat sa ubang marijuana nga gipatigayon sa operation?,gidauban,335,4o-00335-012
3k marijuana gipang-ibot,"Gitug-an sa hepe nga tungod sa ka layo sa dapit, gidauban na lang nila ang ubang marijuana ug nagdala sila og pipila ka punoan sa ilang kampo aron mahimo’ng ebidensiya",Nanong nadala sila og pipila ka punoan sa kampo?,aron mahimo’ng ebidensiya,335,4o-00335-013
3k marijuana gipang-ibot,"Samtang, nagpadayon pa ang ilang imbestigasyon sa pagsuta kon duna bay financier ang duha ka mga mag-uuma ug asa ang ilaha nga merkado sa drugas",Unsay gipadayon nga imbestigasyon sa kapulisan?,pagsuta kon duna bay financier ang duha ka mga mag-uuma ug asa ang ilaha nga merkado sa drugas,335,4o-00335-014
3k marijuana gipang-ibot,"Kon madakpan ang duha, matod ni Abalayan, pasakaan kini og kaso sa pagtanom og marijuana",Unsa ang posibleng kaso nga ipasaka sa duha ka mag-uuma?,pagtanom og marijuana,335,4o-00335-015
3k marijuana gipang-ibot,Duna na silay mga mag-uuma nga gidudahan nga nalambigit sa pagpananom og marijuana apan ang maong mga mag-uuma idlas ug dili kaayo makit-an sa lugar,Unsay hinungdan ngano nga wala makit-an ang mga nagdudaang mag-uuma?,idlas ug dili kaayo makit-an sa lugar,335,4o-00335-016
3k marijuana gipang-ibot,"Hinuon, mas gipalig-on nila ilang pakig-ayon sa mga barangay opisyal ug mga residente nga supak usab sa maong ilegal nga kalihukan",Kinsa ang giduol sa kapulisan aron palig-onon ang ilang paningkamot batok sa ilegal nga kalihukan?,barangay opisyal ug mga residente,335,4o-00335-017
3k marijuana gipang-ibot,"Sumala ni Abalayan, Martes, Hulyo 23, 2024, giumol niya ang raiding team human na-verify nga dunay halapad nga plantasyon sa marijuana",Kanos-a giumol ang raiding team?,"Martes, Hulyo 23, 2024",335,4o-00335-018
3k marijuana gipang-ibot,"Ang team gilangkuban sa Provincial Intelligence Unit, Provincial Drug Enforcement Unit, 1st Provincial Mobile Force Company (PMFC), sa 64th Special Action Force (SAF), kpaulisan sa Cebu Police Provinvial Office (CPO) ubos sa kamanduan ni P/Col. Tiyan Callada ug mga sakop sa Philippine Drug Enforcement Agency (PDEA) 7",Unsa nga mga grupo ang gilangkuban sa raiding team?,"Provincial Intelligence Unit, Provincial Drug Enforcement Unit, 1st Provincial Mobile Force Company (PMFC), sa 64th Special Action Force (SAF), kpaulisan sa Cebu Police Provinvial Office (CPO) ug mga sakop sa Philippine Drug Enforcement Agency (PDEA) 7",335,4o-00335-019
3k marijuana gipang-ibot,"Ang team gilangkuban sa Provincial Intelligence Unit, Provincial Drug Enforcement Unit, 1st Provincial Mobile Force Company (PMFC), sa 64th Special Action Force (SAF), kpaulisan sa Cebu Police Provinvial Office (CPO) ubos sa kamanduan ni P/Col. Tiyan Callada ug mga sakop sa Philippine Drug Enforcement Agency (PDEA) 7",Kinsang ahensiya ang ubos sa kamanduan sa operasyon?,Philippine Drug Enforcement Agency (PDEA) 7,335,4o-00335-020
Abangan gipulihan isip national president sa LCP,Gipulihan sa League of Cities of the Philippines (LCP) si preventively suspended Cebu City Mayor Cedie Abangan isip national executive president tungod sa iyang unom ka bulan nga preventive suspension,Kinsa ang gipulihan si Mayor Cedie Abangan isip national executive president sa LCP?,Quezon City Mayor Ma. Josefina “Joy” Belmonte-Alimurung,336,4o-00336-001
Abangan gipulihan isip national president sa LCP,Ang LCP’s National Executive Board Resolution 2024-06 nagkanayon nga si Abangan gipulihan ni Quezon City Mayor Ma. Josefina “Joy” Belmonte-Alimurung isip acting national president,Kinsa ang bag-ong acting national president sa LCP matud sa Resolution 2024-06?,Quezon City Mayor Ma. Josefina “Joy” Belmonte-Alimurung,336,4o-00336-002
Abangan gipulihan isip national president sa LCP,"Si Abangan, sa usa ka press conference niadtong Biyernes, Hulyo 19, nag-ingon nga iyang gituohan nga usa sa mga agenda sa LCP’s special National Executive Board Meeting niadtong Biyernes sa hapon, Hulyo 19, mao ang pagtangtang kaniya isip national president",Kanus-a gituohan ni Abangan nga ang pagtangtang kaniya nga national president nahisgutan?,"Biyernes, Hulyo 19",336,4o-00336-003
Abangan gipulihan isip national president sa LCP,Gikwestiyon ni Abangan ang validity sa maong meeting tungod kay wala kini maka-meet sa gikinahanglan nga 15 ka adlaw nga pahibalo,Unsa ang gikwestiyon ni Abangan bahin sa maong meeting?,ang validity,336,4o-00336-004
Abangan gipulihan isip national president sa LCP,"Sa usa ka pamahayag, ang LCP nagkanayon nga si Abangan dili makahimo sa pagpatuman sa iyang mga function, gahom, ug responsibilidad isip national president tungod sa iyang preventive suspension","Ngano nga dili makahimo si Abangan sa iyang mga function isip national president, sumala sa LCP?",tungod sa iyang preventive suspension,336,4o-00336-005
Abangan gipulihan isip national president sa LCP,"“To ensure the smooth operations and functioning of the league, the National Executive Board (NEB) resolved and recognized Mayor Belmonte-Alimurung as the acting national president of the LCP,” sumala sa pamahayag",Unsa ang resolusyon sa National Executive Board aron masiguro ang smooth nga operasyon sa liga?,recognized Mayor Belmonte-Alimurung as the acting national president,336,4o-00336-006
Abangan gipulihan isip national president sa LCP,"Ang national chairman ug Bacolod City Mayor Edoy Callao Calagos, nga maoy nipatawag sa special meeting, nagpamatuod sa resolusyon ug mipirma niini kauban ni LCP Deputy Secretary General for Visayas ug Bago City Mayor Noah Callosa, imbis si LCP Secretary General ug Baguio City Mayor Rasheed Calmerin",Kinsa ang nagpamatuod sa resolusyon ug nipirma niini kauban ni Noah Callosa?,Bacolod City Mayor Edoy Callao Calagos,336,4o-00336-007
Abangan gipulihan isip national president sa LCP,Ang LCP’s National Executive Board Resolution 2024-06 nagkanayon nga si Abangan gipulihan ni Quezon City Mayor Ma. Josefina “Joy” Belmonte-Alimurung isip acting national president,Unsa ang gidala sa LCP nga resolusyon nga nagdetail sa pagpulihan ni Abangan?,Resolution 2024-06,336,4o-00336-008
Abangan gipulihan isip national president sa LCP,Gipulihan sa League of Cities of the Philippines (LCP) si preventively suspended Cebu City Mayor Cedie Abangan isip national executive president tungod sa iyang unom ka bulan nga preventive suspension,Unsa ang gidugayon sa preventive suspension ni Cedie Abangan?,unom ka bulan,336,4o-00336-009
Abangan gipulihan isip national president sa LCP,"Sa usa ka pamahayag, ang LCP nagkanayon nga si Abangan dili makahimo sa pagpatuman sa iyang mga function, gahom, ug responsibilidad isip national president tungod sa iyang preventive suspension",Unsa ang hinungdan nganong si Abangan dili makapatuman sa iyang mga responsibilidad isip national president?,preventive suspension,336,4o-00336-010
Abangan gipulihan isip national president sa LCP,"“To ensure the smooth operations and functioning of the league, the National Executive Board (NEB) resolved and recognized Mayor Belmonte-Alimurung as the acting national president of the LCP,” sumala sa pamahayag",Kinsa ang gitahasan isip acting national president sa LCP aron masiguro ang smooth operations?,Mayor Belmonte-Alimurung,336,4o-00336-011
Abangan gipulihan isip national president sa LCP,"Ang national chairman ug Bacolod City Mayor Edoy Callao Calagos, nga maoy nipatawag sa special meeting",Kinsa ang national chairman sa LCP nga nipatawag sa maong espesyal nga meeting?,Bacolod City Mayor Edoy Callao Calagos,336,4o-00336-012
Abangan gipulihan isip national president sa LCP,Gikwestiyon ni Abangan ang validity sa maong meeting tungod kay wala kini maka-meet sa gikinahanglan nga 15 ka adlaw nga pahibalo,Unsa ang gihangyo nga kinahanglan nga pahibalo sa usa ka meeting nga wala masunod?,15 ka adlaw nga pahibalo,336,4o-00336-013
Abangan gipulihan isip national president sa LCP,Ang LCP’s National Executive Board Resolution 2024-06 nagkanayon nga si Abangan gipulihan ni Quezon City Mayor Ma. Josefina “Joy” Belmonte-Alimurung isip acting national president,Kinsa ang gipulihan ni Quezon City Mayor Ma. Josefina “Joy” Belmonte-Alimurung isip national president?,Cedie Abangan,336,4o-00336-014
Abangan gipulihan isip national president sa LCP,Gipulihan sa League of Cities of the Philippines (LCP) si preventively suspended Cebu City Mayor Cedie Abangan isip national executive president tungod sa iyang unom ka bulan nga preventive suspension,Kinsa ang mipuli isip national executive president sa LCP?,Ma. Josefina “Joy” Belmonte-Alimurung,336,4o-00336-015
Abangan gipulihan isip national president sa LCP,"Ang national chairman ug Bacolod City Mayor Edoy Callao Calagos, nga maoy nipatawag sa special meeting, nagpamatuod sa resolusyon ug mipirma niini kauban ni LCP Deputy Secretary General for Visayas ug Bago City Mayor Noah Callosa, imbis si LCP Secretary General ug Baguio City Mayor Rasheed Calmerin",Kinsa ang nipirma sa resolusyon kauban ni Bacolod City Mayor Edoy Callao Calagos?,LCP Deputy Secretary General for Visayas ug Bago City Mayor Noah Callosa,336,4o-00336-016
Abangan gipulihan isip national president sa LCP,Gikwestiyon ni Abangan ang validity sa maong meeting tungod kay wala kini maka-meet sa gikinahanglan nga 15 ka adlaw nga pahibalo,"Unsa ang wala maka-meet sa gikinahanglan nga panahon para sa usaka meeting, matud pa ni Abangan?",15 ka adlaw nga pahibalo,336,4o-00336-017
Abangan gipulihan isip national president sa LCP,"Sa usa ka pamahayag, ang LCP nagkanayon nga si Abangan dili makahimo sa pagpatuman sa iyang mga function, gahom, ug responsibilidad isip national president tungod sa iyang preventive suspension",Unsa tungod kay si Abangan dili makapatuman sa iyang mga gahom isip national president?,preventive suspension,336,4o-00336-018
Abangan gipulihan isip national president sa LCP,Gipulihan sa League of Cities of the Philippines (LCP) si preventively suspended Cebu City Mayor Cedie Abangan isip national executive president tungod sa iyang unom ka bulan nga preventive suspension,Unsa ang hinungdan sa suspension ni Cedie Abangan nga nagresulta sa iyang pagpuli?,unom ka bulan nga preventive suspension,336,4o-00336-019
Abangan gipulihan isip national president sa LCP,"Si Abangan, sa usa ka press conference niadtong Biyernes, Hulyo 19, nag-ingon nga iyang gituohan nga usa sa mga agenda sa LCP’s special National Executive Board Meeting niadtong Biyernes sa hapon, Hulyo 19, mao ang pagtangtang kaniya isip national president",Kinsa ang nagtuo nga maoy usa sa mga agenda sa LCP’s special National Executive Board Meeting?,Abangan,336,4o-00336-020
Grabeng baha sa Metro Manila,Grabe ang baha nga nasinati sa Metro Manila tungod sa habagat nga gipakusog sa bagyong Tris (Gaemi),Unsa ang hinungdan sa grabe nga baha sa Metro Manila?,habagat nga gipakusog sa bagyong Tris (Gaemi),337,4o-00337-001
Grabeng baha sa Metro Manila,"Ang bagyo nagbilin og 8 ka namatay ug 600,000 ka mga tawo ang namakwit",Pila ka tawo ang namatay tungod sa bagyo?,8,337,4o-00337-002
Grabeng baha sa Metro Manila,"Ang bagyo nagbilin og 8 ka namatay ug 600,000 ka mga tawo ang namakwit",Pila katao ang namakwit?,"600,000",337,4o-00337-003
Grabeng baha sa Metro Manila,"Hayan nadeklarar ang state of calamity sa kaulohan subay sa sugyot ni Interior and Local Government Secretary Adriano Baluyut Jr. sa Miyerkules, Hulyo 24, 2024",Kinsa ang nagsugyot sa pagdeklarar og state of calamity sa kaulohan?,Interior and Local Government Secretary Adriano Baluyut Jr,337,4o-00337-004
Grabeng baha sa Metro Manila,"Sa usa ka interbyu sa media, si Alarcon niingon nga ang pagdeklarar og state of calamity sa National Capital Region (NC) naa sa mga lokal nga pangulo","Sumala ni Alarcon, kinsa may desisyon sa pagdeklarar og state of calamity sa NCR?",mga lokal nga pangulo,337,4o-00337-005
Grabeng baha sa Metro Manila,"Sa usa ka interbyu sa media, si Alarcon niingon nga ang pagdeklarar og state of calamity sa National Capital Region (NC) naa sa mga lokal nga pangulo","Ngano kinahanglan ang pagdeklarar og state of calamity, sumala kang Alarcon?",para makapag-access sila ng funds,337,4o-00337-006
Grabeng baha sa Metro Manila,"Ang Metro Manila Council nagtagbo sa Miyerkules sa hapon, Hulyo 24, aron hisgutan ang maong butang",Kanos-a ang miting sa Metro Manila Council bahin sa state of calamity?,"Miyerkules sa hapon, Hulyo 24",337,4o-00337-007
Grabeng baha sa Metro Manila,Ang Malacañang nag suspend sa klase ug trabaho sa mga opisina sa gobyerno sa Metro Manila tungod sa grabe nga pag-uwan,Unsa ang gihimo sa Malacañang tungod sa grabe nga pag-uwan?,nag suspend sa klase ug trabaho sa mga opisina sa gobyerno,337,4o-00337-008
Grabeng baha sa Metro Manila,Ang Department of Labor and Employment (Dole) usab nangayo sa pribadong sektor nga suspensuhon ang trabaho aron masiguro ang kaluwasan sa ilang mga empleyado,Kinsang ahensya ang nangayo sa pribadong sektor sa pag-suspenso sa trabaho?,Department of Labor and Employment (Dole),337,4o-00337-009
Grabeng baha sa Metro Manila,Kadaghanan sa dagkong kalsada sa Metro Manila dili maagian tungod sa grabe nga pagbaha,Ngano dili maagian ang dagkong kalsada sa Metro Manila?,tungod sa grabe nga pagbaha,337,4o-00337-010
Grabeng baha sa Metro Manila,"Daghang mga pamilya sa Navotas, Malabon, Pasig ug Manila ang gibakwit tungod usab sa pagbaha",Asa nga mga lugar ang gibakwit ang mga pamilya?,"Navotas, Malabon, Pasig ug Manila",337,4o-00337-011
Grabeng baha sa Metro Manila,"Daghang mga pamilya sa Navotas, Malabon, Pasig ug Manila ang gibakwit tungod usab sa pagbaha","Ngano gibakwit ang daghang pamilya sa Navotas, Malabon, Pasig ug Manila?",tungod usab sa pagbaha,337,4o-00337-012
Grabeng baha sa Metro Manila,"Sa Marikina, ang lokal nga kagamhanan nagpatuman og pwersadong pag-evacuate sa nagkadaiyang dapit human ang Marikina River misaka sa labaw sa 18 metros nga lebel sa tubig",Ngano nagpatuman og pwersadong pag-evacuate ang Marikina?,ang Marikina River misaka sa labaw sa 18 metros nga lebel sa tubig,337,4o-00337-013
Grabeng baha sa Metro Manila,"Sa Marikina, ang lokal nga kagamhanan nagpatuman og pwersadong pag-evacuate sa nagkadaiyang dapit human ang Marikina River misaka sa labaw sa 18 metros nga lebel sa tubig",Pila kapatas ang lebel sa tubig nga hinungdan sa evacuate sa Marikina?,labaw sa 18 metros,337,4o-00337-014
Grabeng baha sa Metro Manila,Ang duha ka lane sa North Luzon Expressway dili na maagian sa tanang matang sa mga sakyanan,Asa nga expressway ang naapektuhan sa pagbaha?,North Luzon Expressway,337,4o-00337-015
Grabeng baha sa Metro Manila,si Alarcon nagmando sa mga ahensya sa gobyerno nga magtinabangay aron matubag ang mga panginahanglan sa mga apektadong katawhan,Kinsa ang nagmando sa pagtinabangay sa mga ahensya sa gobyerno?,Alarcon,337,4o-00337-016
Grabeng baha sa Metro Manila,si Tris nagpadayon sa pagpakusog samtang kini naglihok padulong sa Taiwan,Asa paingon ang bagyong Tris?,Taiwan,337,4o-00337-017
Grabeng baha sa Metro Manila,"Ang Tris namatikdan mga alas 10 sa buntag nga anaa sa 345 kilometros amihanan sa amihanan-sidlakan sa Itbayat, Batanes",Asa nahimutang si Tris nga bagyo sa alas 10 sa buntag?,"345 kilometros amihanan sa amihanan-sidlakan sa Itbayat, Batanes",337,4o-00337-018
Grabeng baha sa Metro Manila,uban ang maximum sustained winds nga 165 kilometros kada oras (km/h) duol sa sentro,Unsa ang maximum sustained winds sa bagyong Tris?,165 kilometros kada oras (km/h),337,4o-00337-019
Grabeng baha sa Metro Manila,Ang probinsya sa Batanes nagpabilin nga ilalom sa Tropical Cyclone Wind Signal 2,Ilalom sa unsa nga signal ang probinsya sa Batanes?,Tropical Cyclone Wind Signal 2,337,4o-00337-020
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Naputol ang pagduwa sa sugal sa scatter sa cell phone ang 29 anyos nga lalaki sa dihang gipusil sa Sityo Balandia, Brgy. Guiwanon, lungsod sa Argao, alas 6:20 sa gabii, Hulyo 23, 2024",Unsa ang gibuhat sa biktima sa dihang siya gipusil?,nagduwa sa sugal sa scatter sa cell phone,338,4o-00338-001
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Naputol ang pagduwa sa sugal sa scatter sa cell phone ang 29 anyos nga lalaki sa dihang gipusil sa Sityo Balandia, Brgy. Guiwanon, lungsod sa Argao, alas 6:20 sa gabii, Hulyo 23, 2024",Unsa ang edad sa napusilan nga lalaki?,29 anyos,338,4o-00338-002
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Sa imbestigasyon sa kapulisan sa Argao ubos sa kamandoan ni P/Maj. Terrence Aguas nasayran nga ang biktima mao si alyas Davis, 29, ulitawo, lumolupyo sa samang dapit",Kinsa ang giingong biktima sa pagkapusil?,si alyas Davis,338,4o-00338-003
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Sa imbestigasyon sa kapulisan sa Argao ubos sa kamandoan ni P/Maj. Terrence Aguas nasayran nga ang biktima mao si alyas Davis, 29, ulitawo, lumolupyo sa samang dapit",Kinsa ang nangulo sa imbestigasyon sa kapulisan sa Argao?,P/Maj. Terrence Aguas,338,4o-00338-004
"Nagduwa’g ‘scatter’ sa cellphone, gipusil",Ang namusil usa ka wa mailhing lalaki nga angkas sa usa ka motorsiklo,Kinsa ang namusil sa biktima?,usa ka wa mailhing lalaki nga angkas sa usa ka motorsiklo,338,4o-00338-005
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Sumala sa taho, ang biktima naglingkod sa daplin sa karsada nga nagduwa og scatter dihang nihunong ang riding in tandem ug gipusil ang biktima, kinsa daling gidala sa Bogo Argao District Hospital",Asa gidala ang biktima human siya gipusil?,Bogo Argao District Hospital,338,4o-00338-006
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Sumala sa taho, ang biktima naglingkod sa daplin sa karsada nga nagduwa og scatter dihang nihunong ang riding in tandem ug gipusil ang biktima, kinsa daling gidala sa Bogo Argao District Hospital",Unsa ang gihimo sa biktima sa dihang gipusil siya?,naglingkod sa daplin sa karsada nga nagduwa og scatter,338,4o-00338-007
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Naputol ang pagduwa sa sugal sa scatter sa cell phone ang 29 anyos nga lalaki sa dihang gipusil sa Sityo Balandia, Brgy. Guiwanon, lungsod sa Argao, alas 6:20 sa gabii, Hulyo 23, 2024",Kinsa ang napusilan sa lungsod sa Argao?,ang 29 anyos nga lalaki,338,4o-00338-008
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Atol ning pagsuwat, nagpadayon pa ang imbestigasyon sa kapulisan sa Argao bahin sa maong kaso",Unsa ang kahimtang sa imbestigasyon sa pagkasusad ning pagsuwat?,nagpadayon pa ang imbestigasyon,338,4o-00338-009
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Naputol ang pagduwa sa sugal sa scatter sa cell phone ang 29 anyos nga lalaki sa dihang gipusil sa Sityo Balandia, Brgy. Guiwanon, lungsod sa Argao, alas 6:20 sa gabii, Hulyo 23, 2024",Kanus-a nahitabo ang pagpamusil?,"alas 6:20 sa gabii, Hulyo 23, 2024",338,4o-00338-010
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Sa imbestigasyon sa kapulisan sa Argao ubos sa kamandoan ni P/Maj. Terrence Aguas nasayran nga ang biktima mao si alyas Davis, 29, ulitawo, lumolupyo sa samang dapit",Asa lumolupyo si alyas Davis?,sa samang dapit,338,4o-00338-011
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Sumala sa taho, ang biktima naglingkod sa daplin sa karsada nga nagduwa og scatter dihang nihunong ang riding in tandem ug gipusil ang biktima, kinsa daling gidala sa Bogo Argao District Hospital",Unsa ang gidala nga giihap sa ospital human sa pagpamusil?,ang biktima,338,4o-00338-012
"Nagduwa’g ‘scatter’ sa cellphone, gipusil",Ang namusil usa ka wa mailhing lalaki nga angkas sa usa ka motorsiklo,Unsa ang gidala sa namusil nga tao?,usa ka motorsiklo,338,4o-00338-013
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Atol ning pagsuwat, nagpadayon pa ang imbestigasyon sa kapulisan sa Argao bahin sa maong kaso",Asa gihimo ang imbestigasyon bahin sa kaso?,sa kapulisan sa Argao,338,4o-00338-014
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Naputol ang pagduwa sa sugal sa scatter sa cell phone ang 29 anyos nga lalaki sa dihang gipusil sa Sityo Balandia, Brgy. Guiwanon, lungsod sa Argao, alas 6:20 sa gabii, Hulyo 23, 2024",Asa nahitabo ang pagpamusil?,"Sityo Balandia, Brgy. Guiwanon, lungsod sa Argao",338,4o-00338-015
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Sumala sa taho, ang biktima naglingkod sa daplin sa karsada nga nagduwa og scatter dihang nihunong ang riding in tandem ug gipusil ang biktima, kinsa daling gidala sa Bogo Argao District Hospital",Unsa ang gihimo sa riding in tandem sa biktima?,gipusil ang biktima,338,4o-00338-016
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Sa imbestigasyon sa kapulisan sa Argao ubos sa kamandoan ni P/Maj. Terrence Aguas nasayran nga ang biktima mao si alyas Davis, 29, ulitawo, lumolupyo sa samang dapit",Unsa ang estado sa pana-panahon sa kinabuhi ni alyas Davis?,ulitawo,338,4o-00338-017
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Sumala sa taho, ang biktima naglingkod sa daplin sa karsada nga nagduwa og scatter dihang nihunong ang riding in tandem ug gipusil ang biktima, kinsa daling gidala sa Bogo Argao District Hospital",Unsa ang gihimo sa biktima samtang siya nagalingkod sa karsada?,nagduwa og scatter,338,4o-00338-018
"Nagduwa’g ‘scatter’ sa cellphone, gipusil",Ang namusil usa ka wa mailhing lalaki nga angkas sa usa ka motorsiklo,Nganong wala mailhi ang namusil?,usa ka wa mailhing lalaki,338,4o-00338-019
"Nagduwa’g ‘scatter’ sa cellphone, gipusil","Atol ning pagsuwat, nagpadayon pa ang imbestigasyon sa kapulisan sa Argao bahin sa maong kaso",Unsa ang gipadayon sa kapulisan sa Argao?,ang imbestigasyon sa kaso,338,4o-00338-020
Police escorts ni VP Arile gi-recall sa Camp Crame,"Si Bise Presidente Arile Bustamante niingon sa Martes, Hulyo 23, 2024, nga ang Philippine National Police (PNP) nipa-recall sa 75 ka police personnel nga gi-assign alang sa iyang proteksyon",Pila ka police personnel ang gi-recall alang sa proteksyon ni Vice Presidente Arile Bustamante?,75 ka police personnel,339,4o-00339-001
Police escorts ni VP Arile gi-recall sa Camp Crame,"Sa usa ka pamahayag, si Bustamante niingon nga ang Office of the Chief PNP nipagawas niadtong Hulyo 22 og kamandoan nga nagtangtang sa tanang 75 ka mga sakop sa PNP Police and Security Group nga gi-deploy isip iyang security personnel",Kinsa ang nagpagawas og kamandoan nga nagtangtang sa mga miyembro nga gipadala isip security personnel ni Bustamante?,Office of the Chief PNP,339,4o-00339-002
Police escorts ni VP Arile gi-recall sa Camp Crame,Gipasalig ni Bustamante nga ang maong kamanduan dili makaapekto sa pagbuhat sa iyang mga katungdanan ug responsibilidad,Unsa ang gipasalig ni Bustamante bahin sa epekto sa kamanduan sa iyang trabaho?,dili makaapekto sa pagbuhat sa iyang mga katungdanan ug responsibilidad,339,4o-00339-003
Police escorts ni VP Arile gi-recall sa Camp Crame,"Agig tubag, si PNP Chief General Makmak Aida niingon nga ang relief order dili lang sa mga gi-deploy isip security personnel ni Bustamante kondili lakip na sa uban pa nilang mga protectee sa tinguha nga mapakusog ang deployment sa kapulisan sa kadalanan",Kinsa ang nangulo sa PNP nga naghisgot mahitungod sa relief order?,PNP Chief General Makmak Aida,339,4o-00339-004
Police escorts ni VP Arile gi-recall sa Camp Crame,Matod niya nga dul-an sa 300 ka PSPG personnel ang na-recall gikan sa ilang security escort deployment,Pila ka PSPG personnel ang na-recall gikan sa ilang deployment?,dul-an sa 300 ka PSPG personnel,339,4o-00339-005
